wavelength[um]           flux[Jy]
2.747355653743719728e+01 2.656431909132220574e-04
2.750104383533188823e+01 2.798770693128978596e-04
2.752855863427273064e+01 2.724805094975649264e-04
2.755610096177446877e+01 2.173431711265445983e-04
2.758367084537944081e+01 2.373875721321494459e-04
2.761126831265763215e+01 2.574535262494954675e-04
2.763889339120642319e+01 2.618944792725624296e-04
2.766654610865089481e+01 2.240546406213371261e-04
2.769422649264379999e+01 2.528055443582364822e-04
2.772193457086548207e+01 2.531498647321052419e-04
2.774967037102406309e+01 2.460314110471387801e-04
2.777743392085532292e+01 2.385736111533433268e-04
2.780522524812284857e+01 2.266292630252423755e-04
2.783304438061790620e+01 1.986874835030982530e-04
2.786089134615966145e+01 1.824967390544270953e-04
2.788876617259509416e+01 1.213141005527463163e-04
2.791666888779902678e+01 1.623331798829917138e-04
2.794459951967420963e+01 1.863923118787169577e-04
2.797255809615122857e+01 1.530513434711661905e-04
2.800054464518865416e+01 1.214820436847552354e-04
2.802855919477306657e+01 1.886444106435139760e-04
2.805660177291896318e+01 1.873054660561415923e-04
2.808467240766897532e+01 1.784827658959095358e-04
2.811277112709372616e+01 1.811393836799256958e-04
2.814089795929188753e+01 1.819978140664779503e-04
2.816905293239039310e+01 1.581707987756502364e-04
2.819723607454419323e+01 1.013113715219459587e-04
2.822544741393641843e+01 1.127834428554193357e-04
2.825368697877840418e+01 1.260061613397522537e-04
2.828195479730974427e+01 1.647970475959073327e-04
2.831025089779821613e+01 1.755918596967944996e-04
2.833857530853995854e+01 1.739728387982049059e-04
2.836692805785937921e+01 1.492238220083660829e-04
2.839530917410918676e+01 1.212169679455544103e-04
2.842371868567051152e+01 8.282218605253786534e-05
2.845215662095292686e+01 1.339108315727563980e-04
2.848062300839434258e+01 1.557315615839438344e-04
2.850911787646112927e+01 1.579192126090752735e-04
2.853764125364813964e+01 1.521996486973634826e-04
2.856619316847877599e+01 1.210028134630847116e-04
2.859477364950496892e+01 8.220847214672671389e-05
2.862338272530719152e+01 1.345777484222361413e-04
2.865202042449451980e+01 1.595171760866872753e-04
2.868068677570465042e+01 1.725158048213852743e-04
2.870938180760397529e+01 1.735890293153557877e-04
2.873810554888752833e+01 1.959900467684246624e-04
2.876685802827898897e+01 1.806904759109891447e-04
2.879563927453084560e+01 1.997233298038827835e-04
2.882444931642435293e+01 2.153826742177373502e-04
2.885328818276960305e+01 2.151730215284386807e-04
2.888215590240545794e+01 2.147809553344750752e-04
2.891105250419960271e+01 1.784005355243913516e-04
2.893997801704864514e+01 2.222537078874789419e-04
2.896893246987810855e+01 2.231206848015948162e-04
2.899791589164249928e+01 2.226923909772194330e-04
2.902692831132520723e+01 1.938844846670763724e-04
2.905596975793861603e+01 2.095429998386850513e-04
2.908504026052419889e+01 1.951048363181365501e-04
2.911413984815246891e+01 1.609025146842459183e-04
2.914326854992300753e+01 1.167742035937706304e-04
2.917242639496451417e+01 1.777925791100093986e-04
2.920161341243479569e+01 2.012787623123770883e-04
2.923082963152094038e+01 2.111859795412362822e-04
2.926007508143920077e+01 1.987844576456362304e-04
2.928934979143501138e+01 1.882026385767847647e-04
2.931865379078299938e+01 1.822595578075282671e-04
2.934798710878724748e+01 1.404308096008873702e-04
2.937734977478110210e+01 1.262805733622217590e-04
2.940674181812712362e+01 1.885392846288559308e-04
2.943616326821740614e+01 2.089993350364875084e-04
2.946561415447344601e+01 2.164722609906733516e-04
2.949509450634608854e+01 1.824834132576480669e-04
2.952460435331563104e+01 1.731315919954594146e-04
2.955414372489201114e+01 1.877020995507932405e-04
2.958371265061458288e+01 1.768070316536937074e-04
2.961331116005223762e+01 2.205396827637324706e-04
2.964293928280351054e+01 1.989172505465117938e-04
2.967259704849656288e+01 2.244170847452608064e-04
2.970228448678913580e+01 2.205966937593946452e-04
2.973200162736866403e+01 2.043546292875722623e-04
2.976174849995227234e+01 1.932374878287062159e-04
2.979152513428684657e+01 1.471494847912117421e-04
2.982133156014906561e+01 1.156915932975558604e-04
2.985116780734533748e+01 1.097939895880503496e-04
2.988103390571191653e+01 1.219658189838562659e-04
2.991092988511488926e+01 1.657119531708209175e-04
2.994085577545022403e+01 1.804878381227400554e-04
2.997081160664382793e+01 2.093231134577489211e-04
