wavelength[um]           flux[Jy]
8.578198802172746440e+00 6.515640199378781557e-04
8.586781291504056668e+00 7.202746614526302129e-04
8.595372367617367004e+00 8.936655320377197374e-04
8.603972039103769731e+00 7.721117273583112976e-04
8.612580314562928052e+00 6.316764566797512673e-04
8.621197202603108067e+00 5.442328627063251767e-04
8.629822711841205418e+00 2.819092044556906055e-04
8.638456850902734629e+00 5.414934472042095236e-04
8.647099628421834439e+00 6.384089718512107577e-04
8.655751053041290888e+00 7.242855683357561376e-04
8.664411133412508903e+00 8.133029202218088147e-04
8.673079878195581571e+00 6.123017751626177877e-04
8.681757296059268825e+00 7.008043402602967932e-04
8.690443395680979677e+00 6.441707945443628193e-04
8.699138185746804197e+00 6.782751045703208203e-04
8.707841674951529498e+00 7.753328867499263049e-04
8.716553871998657499e+00 7.583181075456512168e-04
8.725274785600385385e+00 9.223167811304774227e-04
8.734004424477628703e+00 8.569784540610502540e-04
8.742742797360030238e+00 6.945702097416150663e-04
8.751489912985947583e+00 7.948431727929526278e-04
8.760245780102501101e+00 6.851916579272813741e-04
8.769010407465557932e+00 4.116930086743489760e-04
8.777783803839755095e+00 7.249422890181840724e-04
8.786565977998492372e+00 5.577859854561083037e-04
8.795356938723937645e+00 4.976519736217893067e-04
8.804156694807058869e+00 5.522494358598711893e-04
8.812965255047608082e+00 8.015395995972435846e-04
8.821782628254137393e+00 6.983075573210173600e-04
8.830608823244023853e+00 7.845352437646157476e-04
8.839443848843473006e+00 7.332830855548788749e-04
8.848287713887501127e+00 9.226607117235062537e-04
8.857140427219979628e+00 7.194494275101933050e-04
8.866001997693627956e+00 1.031248300246198797e-03
8.874872434170018920e+00 8.239024644608140477e-04
8.883751745519582244e+00 7.053751619347772752e-04
8.892639940621627659e+00 9.926461647390958688e-04
8.901537028364348458e+00 7.828436366921484113e-04
8.910443017644842811e+00 3.391901043943720633e-04
8.919357917369106659e+00 5.897476192351424956e-04
8.928281736452028383e+00 8.897228321726949199e-04
8.937214483817424338e+00 8.100905099535092883e-04
8.946156168398053055e+00 4.809704301658790436e-04
8.955106799135604589e+00 5.395135093304776787e-04
8.964066384980700519e+00 6.192863751637345303e-04
8.973034934892922365e+00 6.080563950026097704e-04
8.982012457840816921e+00 6.554584620424117481e-04
8.990998962801915795e+00 9.100976978050954016e-04
8.999994458762728300e+00 6.628635424539828548e-04
9.008998954718752117e+00 8.652599773531114780e-04
9.018012459674482173e+00 9.158372790304204801e-04
9.027034982643430183e+00 7.025903017990796579e-04
9.036066532648110439e+00 8.103199539825254542e-04
9.045107118720066453e+00 8.433254488680430160e-04
9.054156749899895829e+00 6.568133166522871968e-04
9.063215435237236051e+00 3.459837252269301697e-04
9.072283183790760930e+00 8.287020947916940881e-04
9.081360004628232119e+00 8.218529679707288309e-04
9.090445906826463585e+00 7.093481661294768733e-04
9.099540899471355360e+00 8.937240913401723339e-04
9.108644991657909529e+00 9.656454893200428196e-04
9.117758192490214242e+00 5.871607595941883122e-04
9.126880511081457925e+00 5.025314867114988662e-04
9.136011956553980795e+00 6.890678697009368315e-04
9.145152538039225121e+00 6.886485583729010139e-04
9.154302264677754764e+00 8.615863155958368045e-04
9.163461145619308468e+00 6.345953236643789947e-04
9.172629190022773216e+00 8.911672567527192381e-04
9.181806407056207320e+00 5.325566663113221995e-04
9.190992805896815554e+00 9.725334149466505337e-04
9.200188395730982904e+00 8.192669079787715143e-04
9.209393185754310096e+00 5.250482095260161847e-04
9.218607185171601159e+00 3.298206251545796703e-04
9.227830403196847442e+00 7.408348965278697398e-04
9.237062849053257807e+00 1.036522043215684294e-03
9.246304531973295937e+00 1.046523350668168923e-03
9.255555461198628819e+00 8.599392471000395343e-04
9.264815645980180037e+00 9.387604399506916178e-04
9.274085095578149307e+00 9.506579278636161697e-04
9.283363819261991168e+00 7.826505734798389980e-04
9.292651826310423857e+00 3.923944068747922242e-04
9.301949126011466618e+00 5.238801449783704600e-04
9.311255727662414827e+00 4.754079299475464423e-04
9.320571640569852434e+00 5.951702705060384763e-04
9.329896874049707023e+00 8.250596590527112251e-04
9.339231437427214289e+00 6.120118743875388066e-04
9.348575340036930470e+00 1.002280900001329897e-03
9.357928591222769654e+00 9.197776158028556342e-04
9.367291200337986012e+00 7.096325388947389168e-04
9.376663176745188011e+00 6.634666254675314258e-04
9.386044529816331305e+00 3.866702802686501758e-04
9.395435268932775585e+00 9.040298249263464033e-04
9.404835403485281020e+00 1.015119428289674650e-03
9.414244942873981614e+00 9.670154739471055168e-04
9.423663896508406523e+00 1.123392798881046135e-03
9.433092273807510253e+00 8.033748953919553869e-04
9.442530084199676210e+00 7.172827125523079236e-04
9.451977337122702494e+00 9.474301724810102422e-04
9.461434042023853408e+00 8.765362821787516358e-04
9.470900208359841699e+00 8.172567314523775453e-04
9.480375845596832107e+00 4.100256196587224512e-04
9.489860963210443145e+00 5.483226512355513383e-04
9.499355570685795058e+00 6.051486688816909345e-04
9.508859677517524034e+00 6.092887609883522329e-04
9.518373293209727137e+00 9.602011289294938622e-04
9.527896427276017377e+00 7.113294334875820040e-04
9.537429089239534363e+00 9.878864488904030329e-04
9.546971288632937203e+00 8.376199839545819337e-04
9.556523034998413380e+00 3.309037186101456860e-04
9.566084337887716060e+00 8.328446765665951847e-04
9.575655206862156987e+00 1.032609417056324893e-03
9.585235651492602926e+00 8.763174943429963802e-04
9.594825681359491654e+00 9.718397735766513617e-04
9.604425306052856826e+00 9.473830949186203736e-04
9.614034535172329754e+00 8.523362249095072299e-04
9.623653378327144736e+00 8.134042931443605587e-04
9.633281845136144383e+00 9.766875082348298268e-04
9.642919945227788503e+00 1.023612023918702872e-03
9.652567688240177191e+00 9.670665217872138463e-04
9.662225083821059712e+00 7.548517781816187124e-04
9.671892141627825623e+00 3.206446084671493073e-04
9.681568871327540293e+00 5.425504308569590933e-04
9.691255282596948462e+00 5.375084385748493069e-04
9.700951385122442261e+00 6.909039570783127426e-04
9.710657188600118062e+00 8.726274269807888931e-04
9.720372702735790682e+00 1.027432105884782711e-03
9.730097937244991613e+00 8.812671631078218765e-04
9.739832901852937042e+00 5.615209153687197646e-04
9.749577606294586474e+00 1.083989089688725460e-03
9.759332060314648061e+00 9.315220733749146002e-04
9.769096273667582153e+00 9.589080326618692638e-04
9.778870256117615511e+00 8.270299896615470074e-04
9.788654017438730648e+00 1.144175238903934492e-03
9.798447567414664050e+00 1.025260284944811079e-03
9.808250915838973683e+00 1.070925005612944052e-03
9.818064072515033658e+00 1.082838356022970032e-03
9.827887047255973840e+00 8.235439008160551442e-04
9.837719849884756229e+00 1.018483938992568094e-03
9.847562490234214039e+00 1.128567139756009091e-03
9.857414978147000184e+00 8.803793573789132822e-04
9.867277323475576623e+00 5.991360971850843119e-04
9.877149536082290737e+00 5.111355765860645019e-04
9.887031625839361126e+00 5.207249895813623533e-04
9.896923602628888261e+00 7.446196873940143972e-04
9.906825476342849157e+00 1.025994702822543344e-03
9.916737256883116913e+00 8.913240635798689963e-04
9.926658954161467818e+00 4.584499539524220348e-04
9.936590578099599114e+00 8.721246823889336084e-04
9.946532138629127218e+00 1.131605136330019043e-03
9.956483645691628581e+00 1.200861613357529596e-03
9.966445109238607714e+00 1.190444292195764467e-03
9.976416539231490077e+00 1.227481808860073206e-03
9.986397945641751761e+00 1.121531348687147779e-03
9.996389338450816453e+00 1.076300335461243939e-03
1.000639072765004300e+01 1.125282105220919669e-03
1.001640212324083201e+01 1.138030873925547108e-03
1.002642353523456720e+01 1.088307182003292158e-03
1.003645497365266870e+01 9.845109470731278935e-04
1.004649644852658952e+01 1.027884641468963410e-03
1.005654796989779420e+01 9.726651653543247952e-04
1.006660954781782102e+01 7.753725260381699215e-04
1.007668119234822868e+01 3.495599077104883084e-04
1.008676291356065313e+01 6.688021687641811487e-04
1.009685472153683961e+01 9.787418635274262001e-04
1.010695662636857328e+01 1.094645309707184370e-03
1.011706863815775748e+01 9.014738799783147917e-04
1.012719076701644383e+01 9.172668243290834234e-04
1.013732302306676480e+01 1.209561922600714415e-03
1.014746541644093369e+01 1.210461915062245727e-03
1.015761795728136363e+01 1.128718749036268683e-03
1.016778065574060363e+01 1.164773289176417644e-03
1.017795352198134040e+01 1.172977832879253373e-03
1.018813656617644980e+01 1.163838467762852696e-03
1.019832979850896315e+01 1.204467775877567787e-03
1.020853322917211514e+01 1.188553817884262882e-03
1.021874686836936519e+01 1.189920371910226267e-03
1.022897072631432991e+01 1.106598547302984053e-03
1.023920481323086840e+01 1.110296965727272872e-03
1.024944913935308044e+01 9.387501842344351307e-04
1.025970371492529942e+01 1.051927337958590176e-03
1.026996855020209765e+01 9.365366544456985541e-04
1.028024365544828989e+01 9.565145157755727476e-04
1.029052904093897070e+01 5.932213687412494531e-04
1.030082471695954105e+01 8.878567274489014820e-04
1.031113069380570479e+01 9.215226003467107433e-04
1.032144698178340825e+01 7.757899983374326154e-04
1.033177359120896099e+01 2.817706047478693836e-04
1.034211053240896128e+01 1.624422405268688765e-04
1.035245781572035462e+01 1.566299721362485154e-04
1.036281545149046046e+01 1.816473267734291749e-04
1.037318345007685672e+01 2.295768545237457348e-04
1.038356182184754672e+01 2.682118290446633478e-04
1.039395057718094684e+01 2.903377765473003080e-04
1.040434972646577449e+01 3.130972786351158220e-04
1.041475928010119745e+01 4.162235797768868350e-04
1.042517924849676447e+01 3.888285426293852979e-04
1.043560964207244091e+01 3.955485636437378180e-04
1.044605047125863351e+01 5.366998438449724872e-04
1.045650174649616559e+01 4.683050969012551639e-04
1.046696347823632500e+01 5.863302971157805790e-04
1.047743567694081790e+01 5.399743324615438947e-04
1.048791835308187714e+01 5.794036052809047521e-04
1.049841151714219478e+01 5.402960070631088923e-04
1.050891517961488475e+01 4.615000629103731961e-04
1.051942935100361609e+01 5.732234870212196687e-04
1.052995404182255434e+01 4.708463095046514250e-04
1.054048926259641838e+01 6.065623930177444856e-04
1.055103502386043246e+01 6.240729737180912215e-04
1.056159133616035106e+01 6.630236188204682813e-04
1.057215821005249623e+01 5.580207088281281379e-04
1.058273565610372202e+01 6.074778857561221332e-04
1.059332368489147136e+01 7.682549382621227342e-04
1.060392230700380445e+01 7.474748941413262258e-04
1.061453153303934371e+01 8.336402710640641736e-04
1.062515137360728801e+01 6.173455283736323284e-04
1.063578183932751031e+01 7.417900239327147351e-04
1.064642294083046536e+01 5.724585369684949236e-04
1.065707468875722697e+01 6.474031710043486564e-04
1.066773709375955370e+01 4.240474962579012419e-04
1.067841016649985697e+01 6.044732845021385473e-04
1.068909391765121697e+01 3.804714490152123372e-04
1.069978835789741112e+01 3.942536507434847137e-04
1.071049349793284300e+01 4.036617703948086394e-04
1.072120934846262230e+01 2.538391714140135241e-04
1.073193592020264830e+01 1.749003929820003712e-04
1.074267322387948376e+01 2.033404396377469308e-04
1.075342127023045613e+01 2.511996292274700057e-04
1.076418007000361143e+01 2.568494160513938238e-04
1.077494963395772665e+01 3.257236589349317229e-04
1.078572997286235768e+01 3.014311219086626432e-04
1.079652109749786604e+01 4.689675041796041916e-04
1.080732301865535838e+01 4.203401212848406816e-04
1.081813574713675052e+01 5.164482235765972037e-04
1.082895929375480470e+01 4.680781573931907386e-04
1.083979366933308519e+01 6.406575639192110122e-04
1.085063888470592630e+01 3.889490116931689271e-04
1.086149495071854965e+01 5.951271892852956448e-04
1.087236187822703393e+01 7.260242807366172483e-04
1.088323967809830606e+01 4.607619497086756495e-04
1.089412836121015538e+01 7.488776342471077478e-04
1.090502793845127272e+01 7.609661875980586881e-04
1.091593842072125575e+01 5.118772062315552623e-04
1.092685981893055924e+01 7.045344019138583555e-04
1.093779214400056965e+01 6.799719434007790719e-04
1.094873540686364244e+01 6.422063758631490734e-04
1.095968961846305412e+01 5.572851019755409958e-04
1.097065478975298802e+01 7.141252986271787824e-04
1.098163093169861426e+01 7.056321367395854572e-04
1.099261805527609503e+01 6.538024995338094850e-04
1.100361617147250648e+01 4.892619633077138199e-04
1.101462529128598611e+01 4.379100232079511995e-04
1.102564542572569906e+01 7.532932507491747190e-04
1.103667658581177236e+01 6.440758573168175018e-04
1.104771878257536777e+01 6.544491591802209605e-04
1.105877202705865336e+01 8.400130123744154256e-04
1.106983633031488878e+01 9.453183971083518487e-04
1.108091170340838083e+01 9.474313914367533344e-04
1.109199815741450479e+01 9.329368654103851587e-04
1.110309570341971863e+01 7.210972368903598379e-04
1.111420435252153993e+01 9.551556935783793662e-04
1.112532411582863290e+01 8.405336676396112094e-04
1.113645500446078351e+01 8.808050510655780025e-04
1.114759702954887644e+01 1.021578112612112543e-03
1.115875020223492164e+01 9.134158536293938372e-04
1.116991453367207754e+01 9.874677830341359146e-04
1.118109003502470777e+01 1.038748374020475543e-03
1.119227671746831554e+01 9.830965495869960647e-04
1.120347459218956487e+01 6.176405846113186939e-04
1.121468367038634284e+01 5.290725979639638319e-04
1.122590396326773998e+01 7.706546987501247756e-04
1.123713548205403434e+01 7.996963984855869978e-04
1.124837823797674474e+01 6.854959351132082707e-04
1.125963224227863435e+01 3.798870738209345304e-04
1.127089750621371778e+01 5.926590639738539296e-04
1.128217404104722732e+01 9.455022005991543408e-04
1.129346185805569291e+01 9.191128486705984557e-04
1.130476096852695633e+01 1.046268112926624803e-03
1.131607138376011434e+01 8.568531380637028081e-04
1.132739311506561641e+01 8.396751246717480905e-04
1.133872617376518122e+01 1.046336515078257097e-03
1.135007057119186236e+01 9.406641398286388119e-04
1.136142631869005903e+01 1.009383445140909791e-03
1.137279342761551248e+01 9.138028445389936600e-04
1.138417190933534684e+01 7.429830480293431010e-04
1.139556177522804603e+01 8.794532366072590514e-04
1.140696303668344669e+01 1.003890142808502558e-03
1.141837570510285182e+01 1.041747621479346270e-03
1.142979979189892958e+01 1.071732281843789563e-03
1.144123530849573456e+01 1.004649491613905437e-03
1.145268226632879305e+01 7.962227262743261282e-04
1.146414067684506222e+01 5.498093276279523902e-04
1.147561055150296028e+01 6.519177762948005902e-04
1.148709190177237893e+01 9.445058898227284101e-04
1.149858473913466739e+01 9.730744762420857940e-04
1.151008907508264301e+01 6.977130614448204564e-04
1.152160492112064460e+01 2.673473801824690840e-04
1.153313228876454133e+01 6.191983062601405692e-04
1.154467118954168825e+01 8.455667148009744479e-04
1.155622163499100097e+01 6.236416434708131739e-04
1.156778363666291476e+01 9.723176995643416712e-04
1.157935720611939523e+01 9.571831430639706232e-04
1.159094235493406444e+01 9.206336808919665269e-04
1.160253909469205169e+01 9.450419271023301074e-04
1.161414743699006813e+01 9.291961530324711069e-04
1.162576739343652399e+01 8.989204861742380133e-04
1.163739897565136694e+01 8.576039601588615656e-04
1.164904219526613716e+01 6.924565925469275797e-04
1.166069706392407213e+01 9.097942875184293230e-04
1.167236359328002671e+01 8.988603622277798041e-04
1.168404179500053353e+01 9.693588245127868468e-04
1.169573168076382252e+01 7.816119513827548930e-04
1.170743326225976055e+01 4.672530723529123376e-04
1.171914655118992599e+01 4.083981945955049951e-04
1.173087155926761938e+01 4.294467325847134268e-04
1.174260829821783325e+01 5.370538251711110293e-04
1.175435677977733384e+01 7.145336954978225800e-04
1.176611701569460777e+01 7.696756414748417161e-04
1.177788901772987984e+01 8.241105732391103365e-04
1.178967279765513432e+01 6.023157601856907314e-04
1.180146836725416115e+01 3.100325463525530588e-04
1.181327573832253641e+01 7.979931648191786924e-04
1.182509492266764539e+01 7.546782360153442585e-04
1.183692593210868438e+01 8.898364123570426864e-04
1.184876877847663579e+01 7.973672167691039665e-04
1.186062347361432856e+01 8.926916818196327982e-04
1.187249002937649855e+01 7.218132168207283322e-04
1.188436845762971750e+01 8.493358450764531501e-04
1.189625877025236811e+01 8.118103982848777836e-04
1.190816097913477911e+01 7.550126652740017956e-04
1.192007509617916661e+01 9.677253208485175765e-04
1.193200113329961987e+01 9.117753822622669561e-04
1.194393910242220258e+01 8.574114596216262209e-04
1.195588901548488892e+01 7.272968780355015079e-04
1.196785088443757594e+01 6.320622461748972741e-04
1.197982472124212983e+01 5.207845615531394310e-04
1.199181053787241602e+01 5.522021189662159029e-04
1.200380834631422999e+01 5.804692677621052553e-04
1.201581815856538427e+01 6.520486340209179221e-04
1.202783998663571730e+01 8.864770544797504533e-04
1.203987384254702953e+01 6.415826556547461236e-04
1.205191973833317931e+01 7.992194548908261717e-04
1.206397768604006693e+01 7.348304578766693155e-04
1.207604769772563991e+01 4.416507955271716185e-04
1.208812978545991434e+01 3.441567139821966916e-04
1.210022396132499267e+01 5.333813405431240629e-04
1.211233023741503700e+01 7.835376285584842899e-04
1.212444862583633132e+01 7.710196117393041358e-04
1.213657913870727256e+01 8.294983326137197891e-04
1.214872178815835646e+01 9.115964112402512483e-04
1.216087658633222190e+01 8.049238332104426217e-04
1.217304354538368649e+01 9.745753590332308655e-04
1.218522267747971100e+01 8.745724550882039931e-04
1.219741399479943311e+01 8.705627815760590442e-04
1.220961750953418168e+01 7.981844839547312838e-04
1.222183323388744647e+01 8.269463421129487086e-04
1.223406118007494747e+01 7.955317478525004505e-04
1.224630136032464733e+01 3.671052826404485377e-04
1.225855378687672470e+01 5.262681028038907090e-04
1.227081847198362041e+01 6.530528681273212177e-04
1.228309542791002151e+01 4.420131592080973329e-04
1.229538466693285770e+01 8.128687940142185347e-04
1.230768620134138125e+01 5.743654442441879521e-04
1.232000004343713506e+01 8.661906258822884598e-04
1.233232620553395975e+01 9.130385206184008428e-04
1.234466469995803273e+01 6.547184468062054123e-04
1.235701553904784689e+01 7.863138368666316210e-04
1.236937873515422659e+01 6.276024806664214865e-04
1.238175430064036320e+01 3.538100279641630242e-04
1.239414224788182928e+01 4.571819122756617232e-04
1.240654258926657327e+01 4.745750639886033451e-04
1.241895533719494793e+01 7.415509551937320533e-04
1.243138050407970319e+01 7.077769814277603709e-04
1.244381810234597729e+01 6.491893229171697777e-04
1.245626814443139274e+01 6.486455177827110154e-04
1.246873064278601007e+01 8.556652573730880390e-04
1.248120560987228522e+01 8.420247450730145976e-04
1.249369305816520459e+01 7.615255229618450366e-04
1.250619300015223523e+01 6.855558671595722488e-04
1.251870544833331600e+01 4.311739114738828336e-04
1.253123041522088243e+01 5.351520607727401407e-04
1.254376791333988272e+01 5.177166544317300407e-04
1.255631795522783989e+01 5.487124105474550009e-04
1.256888055343483224e+01 5.415371845256944502e-04
1.258145572052343653e+01 7.546379495883754392e-04
1.259404346906877592e+01 4.754276060244387483e-04
1.260664381165862302e+01 7.765943001258538824e-04
1.261925676089335191e+01 7.979880189857978690e-04
1.263188232938587952e+01 5.879562462385657176e-04
1.264452052976177043e+01 8.489348495709142430e-04
1.265717137465928133e+01 7.820540108840241681e-04
1.266983487672921527e+01 8.650517580756708494e-04
1.268251104863505851e+01 4.904677703105373267e-04
1.269519990305300539e+01 4.022088003722007346e-04
1.270790145267191740e+01 5.376702064171493987e-04
1.272061571019334103e+01 5.743300264662383383e-04
1.273334268833151661e+01 4.796408943813375812e-04
1.274608239981345470e+01 5.889847916758514726e-04
1.275883485737886680e+01 7.410538836513932493e-04
1.277160007378020090e+01 6.383154356687784818e-04
1.278437806178267167e+01 8.635253241069237775e-04
1.279716883416425688e+01 7.959257172423796992e-04
1.280997240371574897e+01 4.528924627076140181e-04
1.282278878324070881e+01 5.124191935322166885e-04
1.283561798555550659e+01 6.429210272730542233e-04
1.284846002348936622e+01 5.349577586466234625e-04
1.286131490988431558e+01 7.167678641909193361e-04
1.287418265759523806e+01 5.249626402047638963e-04
1.288706327948990271e+01 6.528323277732179641e-04
1.289995678844894655e+01 5.578312257535489446e-04
1.291286319736583721e+01 7.178253020739560784e-04
1.292578251914698129e+01 5.800081974344589936e-04
1.293871476671172971e+01 7.727295709354266426e-04
1.295165995299232620e+01 7.299095742288755437e-04
1.296461809093395523e+01 6.279184807367092173e-04
1.297758919349474738e+01 5.523226021378069023e-04
1.299057327364583081e+01 6.802890116595006675e-04
1.300357034437127801e+01 7.653527811576971889e-04
1.301658041866812532e+01 5.303794245939346492e-04
1.302960350954645996e+01 4.756855879992271047e-04
1.304263963002939697e+01 5.111515836116182869e-04
1.305568879315306674e+01 6.044857131323691122e-04
1.306875101196661504e+01 6.013959706342840049e-04
1.308182629953226872e+01 5.782130404141513566e-04
1.309491466892529665e+01 8.079520328280547468e-04
1.310801613323407544e+01 6.859881039058927932e-04
1.312113070556008765e+01 5.197963652023770151e-04
1.313425839901791292e+01 6.322060571407522650e-04
1.314739922673523687e+01 4.969737848610211728e-04
1.316055320185286348e+01 7.002403414693159078e-04
1.317372033752480220e+01 5.552232930174191188e-04
1.318690064691818620e+01 6.883355510348920748e-04
1.320009414321329011e+01 7.331752360694050990e-04
1.321330083960363311e+01 6.457404935344133231e-04
1.322652074929591670e+01 5.145684658662475668e-04
1.323975388551004784e+01 5.932933310561618132e-04
1.325300026147916022e+01 5.909546916493428137e-04
1.326625989044964449e+01 5.417403992201432449e-04
1.327953278568112694e+01 5.809553014296749184e-04
1.329281896044649081e+01 5.072980204799543147e-04
1.330611842803193490e+01 5.901981356848724119e-04
1.331943120173693629e+01 6.580906069142555695e-04
1.333275729487423966e+01 5.387697335315896679e-04
1.334609672076993725e+01 6.661207724977519359e-04
1.335944949276346172e+01 4.453651823794927767e-04
1.337281562420759862e+01 5.622796762760880283e-04
1.338619512846847570e+01 5.808349185453995887e-04
1.339958801892558249e+01 6.529942925970588351e-04
1.341299430897182532e+01 4.511022536497687153e-04
1.342641401201349716e+01 4.000660571635945243e-04
1.343984714147031134e+01 4.890795870377388516e-04
1.345329371077540159e+01 4.907622678908729521e-04
1.346675373337531667e+01 5.676228438403164642e-04
1.348022722273005414e+01 5.048688186634342490e-04
1.349371419231313318e+01 6.264504708214833299e-04
1.350721465561153600e+01 5.668128226628547017e-04
1.352072862612571313e+01 6.749547979607535336e-04
1.353425611736962786e+01 6.221891489197494589e-04
1.354779714287080061e+01 6.926133132643362555e-04
1.356135171617024326e+01 5.596779004653913399e-04
1.357491985082253727e+01 5.038735850844176063e-04
1.358850156039581769e+01 6.323253626706644296e-04
1.360209685847177319e+01 5.238424948032050854e-04
1.361570575864573662e+01 7.137944361623394440e-04
1.362932827452661932e+01 6.980233904907584162e-04
1.364296441973689866e+01 5.309772004415398532e-04
1.365661420791272285e+01 4.674195134876042755e-04
1.367027765270389139e+01 5.109459321095306816e-04
1.368395476777384800e+01 3.937671252825469229e-04
1.369764556679970546e+01 3.674733060476181802e-04
1.371135006347226160e+01 2.898412000449246818e-04
1.372506827149601527e+01 5.028757363271814775e-04
1.373880020458919660e+01 6.363465202267047953e-04
1.375254587648374383e+01 5.770755032650382857e-04
1.376630530092532290e+01 5.455955234383518633e-04
1.378007849167333632e+01 6.698314469987702103e-04
1.379386546250100665e+01 6.931137760889875387e-04
1.380766622719529835e+01 5.858947816584804532e-04
1.382148079955695508e+01 5.617292092769619319e-04
1.383530919340054766e+01 6.847633456309793658e-04
1.384915142255448472e+01 6.250397371319381477e-04
1.386300750086100209e+01 5.915715695659530407e-04
1.387687744217617869e+01 6.394954520634876793e-04
1.389076126036993486e+01 5.562302592764851615e-04
1.390465896932608914e+01 6.620871722695292677e-04
1.391857058294238314e+01 5.704181008463026078e-04
1.393249611513042652e+01 5.659461501371998784e-04
1.394643557981579463e+01 6.144547546980214797e-04
1.396038899093789354e+01 4.991992009957116946e-04
1.397435636245010393e+01 5.165969743973820340e-04
1.398833770831983259e+01 3.917090493461145560e-04
1.400233304252842714e+01 3.884027732479073671e-04
1.401634237907123293e+01 3.305550629828914806e-04
1.403036573195758940e+01 3.037145503286259448e-04
1.404440311521085683e+01 3.433795228772813421e-04
1.405845454286841267e+01 6.465625871525486346e-04
1.407252002898167653e+01 5.861070242950921876e-04
1.408659958761613851e+01 5.147708546849168133e-04
1.410069323285138942e+01 6.302903560259160353e-04
1.411480097878105155e+01 6.532763950635758722e-04
1.412892283951284789e+01 5.769736872313059812e-04
1.414305882916865897e+01 5.617733771355736417e-04
1.415720896188447320e+01 6.545904262549832745e-04
1.417137325181041696e+01 4.665188943363932127e-04
1.418555171311082574e+01 5.753347472897183236e-04
1.419974435996411799e+01 5.734098428837800096e-04
1.421395120656291056e+01 4.324378100617867803e-04
1.422817226711411642e+01 5.689383100194470239e-04
1.424240755583879192e+01 6.729573539903139102e-04
1.425665708697219713e+01 6.967529257237900769e-04
1.427092087476386340e+01 6.512940261169593596e-04
1.428519893347759506e+01 6.383558332103648082e-04
1.429949127739145354e+01 5.545733735144020701e-04
1.431379792079778213e+01 5.935571960484992485e-04
1.432811887800320072e+01 4.483302243350391369e-04
1.434245416332871415e+01 4.673719014450314758e-04
1.435680379110961091e+01 5.547201030601559783e-04
1.437116777569548454e+01 6.369458735798256459e-04
1.438554613145031880e+01 7.403985558142642644e-04
1.439993887275247175e+01 5.135589641310040962e-04
1.441434601399467397e+01 5.172302179870235392e-04
1.442876756958409601e+01 4.903484674940078491e-04
1.444320355394230404e+01 5.113561529782449004e-04
1.445765398150527048e+01 5.552569372453946411e-04
1.447211886672343617e+01 4.977856230813994557e-04
1.448659822406168196e+01 4.439413524936828398e-04
1.450109206799934469e+01 5.705460680653792966e-04
1.451560041303029891e+01 3.981117993296353968e-04
1.453012327366288226e+01 4.777609674854060048e-04
1.454466066441992922e+01 5.434284630806512873e-04
1.455921259983884752e+01 6.860935349927752653e-04
1.457377909447158437e+01 6.811034440396431227e-04
1.458836016288462112e+01 5.772873195824730110e-04
1.460295581965901945e+01 6.723473465955878475e-04
1.461756607939045161e+01 7.255566962274878021e-04
1.463219095668919145e+01 6.755551476568812889e-04
1.464683046618012519e+01 6.269065594861393748e-04
1.466148462250275486e+01 6.092273701553608438e-04
1.467615344031121971e+01 7.317611229837174373e-04
1.469083693427434767e+01 6.327678284131311786e-04
1.470553511907564115e+01 6.398533924386426864e-04
1.472024800941326639e+01 5.879993770563956201e-04
1.473497562000010674e+01 5.472560361505468367e-04
1.474971796556379644e+01 7.524181973133493937e-04
1.476447506084667438e+01 7.107399524573809226e-04
1.477924692060584100e+01 5.696814419363402208e-04
1.479403355961316180e+01 6.716878469294721050e-04
1.480883499265527448e+01 6.255952174261349879e-04
1.482365123453359246e+01 5.936027846209386821e-04
1.483848230006438662e+01 6.871321167757123843e-04
1.485332820407873911e+01 6.134659273350502161e-04
1.486818896142254509e+01 6.019558554997648256e-04
1.488306458695654300e+01 5.459689242101770047e-04
1.489795509555635178e+01 4.467575161221261490e-04
1.491286050211251180e+01 5.168971187428771791e-04
1.492778082153043329e+01 4.390734229737623001e-04
1.494271606873038927e+01 5.516145207994965945e-04
1.495766625864763810e+01 6.399163634936175064e-04
1.497263140623239508e+01 6.012156608223111470e-04
1.498761152644983063e+01 6.004282972055210088e-04
1.500260663428004371e+01 6.288407003331261029e-04
1.501761674471810615e+01 6.636032276733760515e-04
1.503264187277415687e+01 6.840132496871364435e-04
1.504768203347334499e+01 5.783787188803622996e-04
1.506273724185582630e+01 6.414895693088349619e-04
1.507780751297680411e+01 5.499853511324708779e-04
1.509289286190657009e+01 5.952144803284108859e-04
1.510799330373045635e+01 6.502442501256746384e-04
1.512310885354890466e+01 6.397017104069551655e-04
1.513823952647746474e+01 7.034947966416861412e-04
1.515338533764681728e+01 5.856525870825355631e-04
1.516854630220275624e+01 3.710031796121931319e-04
1.518372243530625454e+01 5.427682752220514256e-04
1.519891375213346585e+01 7.065141417859541716e-04
1.521412026787568372e+01 7.343108265262162379e-04
1.522934199773943043e+01 6.399721173192381369e-04
1.524457895694643028e+01 6.309185604996004606e-04
1.525983116073368073e+01 6.751286179667678094e-04
1.527509862435337062e+01 7.570840416303471635e-04
1.529038136307294238e+01 6.785416609358180728e-04
1.530567939217513640e+01 6.544873483942827532e-04
1.532099272695800884e+01 5.955992082577035501e-04
1.533632138273489076e+01 5.520069275917776535e-04
